oferta_id,idioma_nombre,idioma_key
f8d2a2377948c4bd644719028b257a,Catalán,556b72c736a95cf0df525527a236a079
45f80c03c542d9ae270b47e913f638,Inglés,216df59d4dca0cc05c7678221afc6c97
a56c7effbb4103b09f9aa6ea31c3ff,Inglés,216df59d4dca0cc05c7678221afc6c97
9d3ca640ec4ba2aa25dbb5cbbd3ed0,Español,de92bbe05815c4eb756acb5897baa99c
655741e2d74c29b09427051c409e2a,Inglés,216df59d4dca0cc05c7678221afc6c97
c97c840bdd4be19b7bb8a9b1860a4d,Inglés,216df59d4dca0cc05c7678221afc6c97
5404f0da0f47f6a7be34f3850c7d86,Catalán,556b72c736a95cf0df525527a236a079
4394812b3d4eb794b8189822f7b074,Inglés,216df59d4dca0cc05c7678221afc6c97
4394812b3d4eb794b8189822f7b074,Español,de92bbe05815c4eb756acb5897baa99c
63f6469afc4e4eb27ab2a02ebc7868,Inglés,216df59d4dca0cc05c7678221afc6c97
7553529b7b4703a5e8c15148f90d6d,Inglés,216df59d4dca0cc05c7678221afc6c97
74fe08081741fcb6b87eb4107525f7,Español,de92bbe05815c4eb756acb5897baa99c
6993fc3c354930929db61005e7b60b,Español,de92bbe05815c4eb756acb5897baa99c
3397e36a084b429f3858e26f007773,Francés,75357f6288b1eb7180e56d572a16a0cd
48ba7dfee74a7ba770f3d9bc066979,Español,de92bbe05815c4eb756acb5897baa99c
3e1fa454dc4fea857691da7ba823d1,Inglés,216df59d4dca0cc05c7678221afc6c97
53abedecc84114851d742b49a691d5,Español,de92bbe05815c4eb756acb5897baa99c
125005a6d24770a416826d8e73c31d,Inglés,216df59d4dca0cc05c7678221afc6c97
c8316b5a6b4bce973a7caf2d1bf4dd,Español,de92bbe05815c4eb756acb5897baa99c
1f677039be45a988fb85622ccc7894,Inglés,216df59d4dca0cc05c7678221afc6c97
900ab5192b4a1892fa881f8b2f39e9,Inglés,216df59d4dca0cc05c7678221afc6c97
a8c0b8440246feb3de81ad47160dbd,Catalán,556b72c736a95cf0df525527a236a079
4c392f70ed4fdc9a825d68e9aed9d5,Español,de92bbe05815c4eb756acb5897baa99c
7f191f750f40379040b802ccdc8094,Español,de92bbe05815c4eb756acb5897baa99c
4a3bf17fba4b41ade066332673e93e,Español,de92bbe05815c4eb756acb5897baa99c
d9d538364742abbccc93be8936335e,Español,de92bbe05815c4eb756acb5897baa99c
d9d538364742abbccc93be8936335e,Catalán,556b72c736a95cf0df525527a236a079
d9d538364742abbccc93be8936335e,Inglés,216df59d4dca0cc05c7678221afc6c97
